ID,earn,height,sex,race,ed,age
928,10557.20304,63.04,female,white,14,39
929,9431.115261,66.18,female,white,13,64
930,24852.91898,60.98,female,white,13,32
931,997.2485349,61.73,female,white,12,33
932,27009.50969,72.76,male,white,12,50
933,8466.49445,66.1,female,black,12,82
934,1007.994941,68.26,female,white,12,22
935,16124.96287,62.28,female,white,12,69
936,2634.964244,65.16,male,white,12,26
937,990.0826968,63.19,female,white,14,47
938,9576.388197,62.32,female,white,12,35
939,15892.2092,68.15,male,white,12,35
940,40744.87476,59.15,female,white,15,87
941,998.9254444,62.21,female,white,12,43
942,1013.524774,64.5,female,white,9,67
943,56656.30133,68.12,female,white,16,47
944,45523.58051,62.53,female,white,18,48
945,67762.22262,63.24,female,white,12,44
946,71609.06628,67.85,male,white,12,62
947,88453.59526,63.83,female,white,12,55
948,58228.08536,69.89,female,white,16,34
949,39858.0563,69.96,male,white,10,35
950,30161.92935,72.16,male,white,12,32
951,60431.91691,69.34,male,white,11,54
952,24850.19603,63.19,female,white,14,41
953,8162.682672,58.09,female,white,5,89
954,153635.7498,62.98,female,white,14,31
955,18497.95586,63.11,female,white,12,51
956,14306.43072,72.86,male,white,15,38
957,8945.551051,68.91,female,white,14,28
958,79540.64633,69.52,male,white,12,55
959,1007.911019,65.89,female,white,12,63
960,984.0472568,65.91,female,white,16,66
961,10537.46482,64.96,female,white,13,48
962,158930.4674,72.38,male,white,13,26
963,27220.00593,62.05,female,white,13,50
964,-25.65526037,68.9,male,white,12,22
965,50877.77617,71.69,male,white,14,44
966,47709.32926,73.13,male,white,18,45
967,16906.6361,68.19,female,white,16,46
968,1002.153897,63.62,female,white,12,39
969,24875.87166,65.8,female,white,12,23
970,11339.36239,59.92,female,white,8,87
971,42345.88183,60.31,female,white,18,67
972,28003.46747,65.03,female,white,12,63
973,35979.20023,62.73,female,other,18,63
974,16904.99845,64.38,female,white,12,45
975,79523.48684,70.81,male,white,14,62
976,31790.30067,67.43,male,white,12,39
977,1002.453711,66.78,female,white,13,63
978,1641.842466,62.86,female,white,12,35
979,26433.77956,64.82,female,white,14,63
980,16876.39178,65.85,female,white,12,70
981,23262.30627,63.38,female,white,13,62
982,8935.222877,65.04,female,white,15,24
983,63570.41437,73.88,male,white,16,38
984,8930.784556,67.27,female,white,13,59
985,40751.78353,67.65,female,white,17,51
986,20091.59644,65.17,female,white,12,55
987,93232.67243,63.72,female,white,16,38
988,29632.31009,67.94,female,white,16,30
989,1578.542814,64.53,male,white,12,22
990,33433.93647,72.24,male,white,17,51
991,17505.44546,65.73,male,black,12,66
992,21663.00432,63.69,female,white,12,40
993,991.995621,63.63,female,white,12,57
994,32809.63268,59.61,female,other,16,92
995,39829.32351,72.52,male,black,12,39
996,1945.445013,63.78,female,white,12,47
997,39693.92906,67.03,male,black,14,30
998,57292.99685,68,male,white,12,32
999,24854.10421,64.02,female,other,13,37
1000,6566.257137,66.16,female,white,12,55
1001,31215.74999,64.55,female,white,16,38
1002,98558.7781,70.02,male,white,14,58
1003,39773.24406,69.94,male,white,12,46
1004,79507.98706,65.79,male,white,12,56
1005,1002.600499,64.24,female,white,12,32
1006,1001.666482,66.3,female,white,13,30
1007,63533.34073,66.06,male,white,12,65
1008,41283.50907,74.15,male,white,18,30
1009,35981.51086,62.35,female,white,12,52
1010,34393.35117,65.53,female,white,17,43
1011,10719.19737,61.53,female,white,12,69
1012,48700.485,64.8,female,black,18,68
1013,10526.18933,63.02,female,white,12,82
1014,42872.26401,71.38,male,white,16,33
1015,7378.630166,66.01,female,white,16,46
1016,8026.645794,62.04,female,other,6,76
1017,999.8786616,61.82,female,white,12,80
1018,8942.806716,62.97,female,white,10,91
1019,1020.854718,64.72,female,white,9,79
1020,71538.28933,67.4,male,white,18,44
1021,29637.26797,60.78,female,white,14,49
1022,10538.74472,65.8,female,white,15,26
1023,988.1616283,61.2,female,white,12,53
1024,22252.89939,71.68,male,white,12,28
1025,56644.89677,69.27,female,white,14,28
1026,24852.16953,64.25,female,white,16,33
1027,20074.41898,62.75,female,black,12,33
1028,2600.435252,60.24,female,white,12,51
1029,50832.91878,69.42,male,black,15,37
1030,2396.147787,73.13,male,white,12,23
1031,5768.445034,65.09,female,black,16,27
1032,56642.43644,63.69,female,white,12,46
1033,990.8077122,63.03,female,white,12,49
1034,998.6715676,62.86,female,white,16,33
1035,111205.8551,72.18,male,white,15,52
1036,34399.76229,66.98,female,white,16,32
1037,79576.54194,68.85,male,white,11,22
1038,23824.41049,70.75,male,white,9,25
1039,-56.32197884,67.81,male,hispanic,10,22
1040,-66.12830047,72.92,male,black,12,24
1041,15316.98978,65.87,female,black,8,39
1042,16906.28417,63.17,female,black,14,29
1043,1013.912406,65.3,female,white,12,64
1044,47740.83104,70.88,male,white,12,51
1045,25452.1339,72.11,male,white,14,25
1046,31876.57842,67.72,male,white,12,55
1047,1003.371768,63.82,female,white,12,49
1048,158996.0807,71.83,male,white,17,58
1049,16889.98691,65.61,female,white,12,47
1050,55635.38438,66.11,male,white,14,67
1051,12115.91732,64.71,female,white,16,35
1052,1007.250484,65,female,white,12,66
1053,1010.463417,66.17,female,white,12,56
1054,991.1244678,64.87,female,white,11,42
1055,12721.33773,71.39,male,black,14,31
1056,17477.47431,74.38,male,white,10,54
1057,39764.53,69.77,male,white,9,51
1058,40740.01391,63.82,female,white,14,49
1059,47770.82248,69,male,white,14,52
1060,25.50737933,66.02,male,white,12,30
1061,77311.93896,62.62,female,white,18,38
1062,28041.33998,68.02,female,white,12,50
1063,1005.838474,70.7,female,white,8,74
1064,41433.65911,72.86,male,white,16,28
1065,16896.30809,63.35,female,white,12,65
1066,995.7465796,65.19,female,white,11,61
1067,95351.206,71.05,male,white,18,57
1068,35978.36152,65.36,female,white,18,33
1069,10861.09228,64.03,female,white,13,87
1070,39168.29419,65.22,female,white,16,36
1071,31789.2198,71.41,male,white,14,44
1072,12137.24483,69.85,female,white,14,34
1073,-30.42350246,72.38,male,black,12,23
1074,48688.92975,67.71,female,black,16,52
1075,37563.43427,65.88,female,white,18,32
1076,32821.19369,63.71,female,white,12,44
1077,5780.073675,66.19,female,white,16,33
1078,999.6310357,62.82,female,white,12,35
1079,47782.63254,70.35,male,white,16,45
1080,20075.67655,64.23,female,white,14,27
1081,993.3959925,66.15,female,white,7,45
1082,1025.012903,63.26,female,white,10,41
1083,63513.10274,71.25,male,white,12,42
1084,24859.9458,64.02,female,white,14,27
1085,58225.61174,62.42,female,white,16,49
1086,16889.66112,65.5,female,white,12,57
1087,995.5544896,63.08,female,white,11,69
1088,21669.24845,67.98,female,white,14,52
1089,1009.767046,64.88,female,white,12,63
1090,1010.981366,60.61,female,white,14,45
1091,16894.28354,61.77,female,black,12,31
1092,47695.19506,68.89,male,black,12,41
1093,36593.69324,64.16,male,white,13,36
1094,31833.06417,69.63,male,white,17,72
1095,31216.4728,64.6,female,white,13,86
1096,31818.01176,61.21,male,black,11,70
1097,44466.48065,63.44,male,black,14,67
1098,21681.9346,65.14,female,white,10,84
1099,19119.58424,63.61,male,white,12,79
1100,31760.30975,69.06,male,white,11,27
1101,39789.47342,73.88,male,white,12,34
1102,40735.58211,67.8,female,white,13,56
1103,1004.344366,67.65,female,white,12,38
1104,1014.450456,64.91,female,white,14,45
1105,29620.99701,66.87,female,white,16,44
1106,988.5650702,64.71,female,white,12,22
1107,995.3746175,64.18,female,white,18,50
1108,10529.75065,62.09,female,white,10,72
1109,25427.40016,72.05,male,white,13,27
1110,71514.32892,73.05,male,white,16,42
1111,39806.85217,69.94,male,white,14,73
1112,20073.71565,63.99,female,white,14,42
1113,4160.531055,67.87,female,white,12,22
1114,16890.61726,62.86,female,white,12,22
1115,22286.80041,71.18,male,white,12,40
1116,24852.3362,64.41,female,white,12,35
1117,995.172315,67.35,female,white,11,41
1118,16901.82647,59.77,female,white,12,43
1119,2919.126005,65.51,female,white,4,68
1120,24850.83086,59.01,female,white,14,66
1121,16900.74516,62.86,female,white,13,68
1122,3163.022911,66.3,male,white,12,22
1123,1006.017626,66.21,female,white,12,39
1124,7365.503804,64.7,female,white,13,37
1125,16894.02215,63.96,female,white,14,36
1126,3393.789998,65.78,female,white,12,27
1127,28624.17164,66.33,male,hispanic,17,30
1128,6396.298584,72.99,male,white,15,28
1129,44524.6055,71.76,male,white,16,30
1130,16913.99832,74.3,female,white,14,26
1131,5772.982086,65.06,female,white,16,26
1132,999.2367371,63.53,female,white,14,35
1133,19020.21263,71.06,male,white,12,25
1134,31197.90288,68.08,female,white,13,49
1135,1008.021839,61.35,female,white,12,37
1136,57262.11577,69.77,male,white,16,43
1137,12154.01247,64.19,female,white,16,63
1138,56655.85205,59.16,female,white,11,38
1139,63508.2745,68.27,male,white,18,47
1140,23896.1226,68.31,male,white,14,29
1141,13717.66574,69.24,female,white,13,47
1142,40744.01423,69.02,female,white,14,59
1143,44511.83887,75.02,male,white,18,42
1144,35056.18974,68.75,male,white,14,39
1145,34166.15882,72.1,male,black,13,28
1146,5771.771149,68.35,female,white,12,27
1147,36577.51144,71.74,male,white,13,32
1148,28718.20504,71.88,male,white,12,77
1149,31709.34531,66.61,male,white,16,75
1150,26432.02386,63.23,female,hispanic,12,50
1151,23817.84375,68.62,male,white,12,30
1152,85268.64469,62.85,female,hispanic,17,36
1153,41349.94837,71.99,male,white,12,31
1154,7364.53214,64.81,female,other,12,32
1155,15809.04488,72.98,male,white,16,63
1156,68330.02917,69.06,male,white,12,55
1157,27130.70191,69.07,male,other,14,37
1158,7363.697431,60.66,female,hispanic,12,42
1159,79485.88549,72.8,male,white,15,52
1160,88456.4732,67.03,female,white,18,55
1161,45507.97885,62.91,female,white,16,45
1162,998.4296834,66.09,female,white,12,52
1163,8951.016658,61.87,female,white,14,52
1164,29614.94831,65.05,female,white,13,53
1165,33385.64913,71.65,male,hispanic,15,66
1166,20085.68725,66.91,female,white,12,37
1167,53481.86112,65.46,female,hispanic,16,66
1168,79582.97224,71.73,male,hispanic,13,68
1169,10543.00598,65.35,female,hispanic,9,78
1170,26433.44573,63.98,female,white,14,63
1171,55665.7386,67.76,male,white,12,54
1172,40750.95887,68.43,female,white,12,47
1173,31779.05243,75.89,male,white,14,30
1174,29618.67094,63.28,female,white,12,40
1175,54032.41634,73.66,male,white,14,82
1176,39720.11693,67.95,male,white,16,29
1177,31789.54968,72.13,male,white,17,81
1178,52556.66225,68.05,male,white,12,73
1179,7362.324696,65.15,female,white,12,77
1180,32821.73944,59.85,female,white,8,81
1181,63629.14368,71.62,male,white,16,37
1182,23272.68283,63.92,female,white,14,44
1183,20070.42668,68.19,female,white,12,52
1184,40752.78579,60.68,female,white,12,35
1185,112293.2285,67.16,female,white,10,76
1186,61431.23582,67.35,female,white,17,59
1187,23273.06432,62.89,female,white,12,32
1188,1005.668571,63.08,female,white,15,37
1189,24867.39449,59.74,female,white,13,41
1190,27052.31454,74.2,male,white,16,35
1191,95353.79496,69.22,male,white,14,70
1192,24862.39047,66.82,female,white,15,73
1193,39757.94721,64.79,male,white,16,90
1194,28612.78989,62.2,male,hispanic,12,67
1195,-1.509369649,64.92,male,white,12,59
1196,111285.6366,72.19,male,white,18,51
1197,987.7837516,66.04,female,hispanic,11,53
1198,48687.84848,65.16,female,white,18,63
1199,13713.74424,61.86,female,white,12,55
1200,47740.9785,70.87,male,white,16,38
1201,998.7433843,62.2,female,white,11,30
1202,42941.43511,71.11,male,white,14,36
1203,74706.6533,70.24,male,white,18,47
1204,19037.44549,67.15,male,hispanic,12,26
1205,39157.75104,62.05,female,white,17,38
1206,21664.65994,63.05,female,hispanic,12,39
1207,128217.0422,60.94,female,white,14,41
1208,7935.494807,71.42,male,white,12,22
1209,1001.906633,64.92,female,white,12,32
1210,40760.91156,63.15,female,white,10,64
1211,44533.11,66.12,male,white,12,48
1212,13695.75285,64.1,female,white,15,24
1213,16880.99983,65.96,female,white,13,55
1214,15296.73036,68.23,female,white,14,45
1215,32784.82723,60.26,female,white,12,41
1216,19053.56911,65.21,male,white,12,75
1217,24854.23064,64.69,female,white,14,70
1218,32789.37967,60.64,female,white,14,40
1219,45525.7375,64.01,female,white,14,40
1220,1432.290974,65.79,female,white,15,25
1221,55693.55175,68.99,male,white,14,78
1222,42341.55608,65.93,female,hispanic,14,36
1223,43933.82807,66.67,female,white,17,38
1224,23263.24625,68.63,female,white,12,34
1225,50908.89708,65.76,male,white,16,37
1226,16906.34604,68.97,female,white,14,36
1227,11121.52826,69.72,male,white,16,34
1228,44492.42226,71.03,male,white,17,50
1229,95400.56098,73.8,male,white,13,58
1230,19050.83169,68.91,male,white,4,66
1231,1013.526228,65,female,white,13,67
1232,995.7815339,65.21,female,white,12,50
1233,24857.53033,74.88,female,white,13,79
1234,23863.01233,71.57,male,white,11,67
1235,42322.07371,64.12,female,white,15,36
1236,992.8856721,58.99,female,black,12,47
1237,-49.59762423,70.96,male,other,12,24
1238,41288.42309,71.91,male,hispanic,16,29
1239,30767.84611,63.23,female,black,10,40
1240,1001.498043,68.29,female,black,12,26
1241,20079.55743,63.8,female,black,12,77
1242,127226.5997,69.95,male,white,17,43
1243,77309.53294,66.06,female,white,13,43
1244,28575.38556,62.05,male,other,16,31
1245,135137.6869,70.25,male,white,15,69
1246,56657.60813,64.13,female,black,12,51
1247,8027.185316,68.63,male,white,16,26
1248,15309.47021,63.81,female,hispanic,13,26
1249,48708.17912,66.66,female,white,16,31
1250,127277.4925,72.18,male,white,14,62
1251,56642.96961,65.09,female,white,16,36
1252,20084.66928,62.95,female,white,14,38
1253,317949.128,70.24,male,white,18,38
1254,7375.925709,63.98,female,white,16,49
1255,3199.963255,68.07,male,white,12,22
1256,39169.10005,66.02,female,white,18,73
1257,3128.400454,65.48,male,hispanic,15,27
1258,23908.08233,70.4,male,white,17,34
1259,10533.104,61.49,female,white,12,69
1260,7869.857088,65.83,male,white,12,79
1261,3375.819307,65.86,female,hispanic,12,25
1262,45509.39904,63.86,female,white,18,52
1263,15290.24412,69.81,female,white,12,39
1264,95402.65987,74.25,male,white,14,56
1265,1889.140883,66.1,male,white,12,23
1266,3224.436076,62.09,female,hispanic,3,68
1267,12132.50277,65.95,female,white,13,47
1268,34398.58044,62.01,female,white,12,35
1269,69966.21289,68.9,male,white,12,62
1270,46143.84782,68.08,male,black,16,40
1271,4767.095974,72.33,male,hispanic,14,22
1272,19086.12448,64.04,male,black,13,26
1273,988.8786514,64.1,female,black,16,23
1274,1000.688117,59.57,female,hispanic,9,43
1275,31859.90395,72.28,male,hispanic,12,32
1276,2912.616856,61.72,female,black,5,77
1277,58812.55548,74.52,male,white,16,29
1278,12721.5684,65.93,male,other,10,64
1279,55596.62355,68.04,male,hispanic,16,34
1280,39687.72034,61.89,male,other,14,41
1281,29600.80026,71.22,female,white,10,33
1282,48698.51733,62.99,female,black,16,40
1283,31762.51948,68.73,male,white,18,73
1284,19176.33419,70.83,male,hispanic,6,44
1285,1003.948189,64.17,female,hispanic,12,69
1286,16898.15398,66.07,female,white,12,72
1287,28592.61548,72.31,male,white,14,52
1288,986.1657287,62.46,female,hispanic,15,63
1289,31868.47934,71.49,male,black,12,30
1290,50293.34554,67.94,female,white,16,47
1291,9521.391852,64.41,male,hispanic,10,40
1292,1004.209777,64.37,female,white,12,42
1293,19095.26155,69.52,male,white,13,44
1294,21672.45903,65.56,female,white,16,37
1295,42342.17593,67.01,female,white,17,38
1296,24857.44136,67.82,female,black,11,35
1297,48694.12417,64.07,female,white,17,32
1298,4199.254822,65.01,female,white,14,45
1299,7876.230872,69.78,male,other,13,26
1300,85249.28388,71.28,female,white,14,30
1301,993.7357983,63.83,female,white,12,40
1302,4159.033222,61.54,female,white,13,22
1303,39787.62141,70.48,male,white,17,33
1304,8056.635012,73.65,male,white,12,22
1305,34382.07403,64.86,female,white,13,31
1306,28038.35789,70,female,white,15,31
1307,20087.0439,63.81,female,white,13,41
1308,66771.75393,70.25,male,hispanic,14,48
1309,33417.52085,74.3,male,white,12,37
1310,10531.98813,63.14,female,hispanic,12,69
1311,994.5157465,59.23,female,hispanic,12,50
1312,39790.7426,73.85,male,white,14,28
1313,5753.107623,66.17,female,white,14,23
1314,6722.68143,64.94,female,white,15,71
1315,6373.617569,70.59,male,white,12,23
1316,31879.35353,69.07,male,white,14,62
1317,82711.75336,60.14,male,white,15,54
1318,96406.76133,64.37,female,white,12,47
1319,24839.63984,63.84,female,white,13,45
1320,143040.7089,72.27,male,white,16,54
1321,42349.19381,61.38,female,white,14,69
1322,1013.288422,62.68,female,hispanic,13,36
1323,3153.356653,69.16,male,white,12,25
1324,26434.50261,66.82,female,white,12,65
1325,39165.92894,65.15,female,hispanic,11,31
1326,23905.68941,67.55,male,hispanic,16,32
1327,66770.38965,74.1,male,white,17,47
1328,1007.816761,62.35,female,white,15,52
1329,16902.23965,64.83,female,white,12,47
1330,27044.39899,70.96,male,hispanic,13,40
1331,48702.17709,64.03,female,white,14,38
1332,1000.885643,64.92,female,white,16,26
1333,51874.20887,68.84,female,white,17,41
1334,58234.58097,63.6,female,hispanic,17,38
1335,15865.72683,71.9,male,hispanic,13,24
1336,32792.05395,63.12,female,white,15,33
1337,39160.1585,64.93,female,white,12,33
1338,27043.67205,72.12,male,white,12,36
1339,37592.31173,64.49,female,white,14,52
1340,40747.96551,63.91,female,white,12,37
1341,79603.45646,71.36,male,white,12,54
1342,1006.469902,63.48,female,white,14,43
1343,32793.91201,61.82,female,white,12,34
1344,48693.20245,66.01,female,white,16,37
1345,12137.67647,63.95,female,white,10,43
1346,11176.06594,66.99,male,white,10,82
1347,47774.25222,67.79,male,white,11,36
1348,5761.175343,66.38,female,white,12,28
1349,32799.14469,65.97,female,white,14,47
1350,64607.96187,65.68,female,white,16,63
1351,15899.40316,67.02,male,white,12,81
1352,25361.82838,66.1,male,white,12,41
1353,18482.95718,63.27,female,white,9,55
1354,26432.88646,67.89,female,white,13,47
1355,28644.5001,70.32,male,white,12,31
1356,20065.08274,62.98,female,white,16,30
1357,6354.842127,70.09,male,black,14,25
1358,95416.6068,71.92,male,white,12,49
1359,68428.92306,74.92,male,white,17,44
1360,50299.05129,61.97,female,white,14,43
1361,80518.40938,67.98,female,white,17,43
1362,43919.89434,68.18,female,white,14,33
1363,47712.44094,69.85,male,white,17,60
1364,19182.60743,73.26,male,black,13,25
1365,987.2651312,69.01,female,white,16,43
1366,32798.05118,62.37,female,white,17,34
1367,24849.19329,60.3,female,black,12,80
1368,40757.93508,64.17,female,other,16,41
1369,4184.222685,60.19,female,hispanic,6,71
1370,4755.736508,72.94,male,hispanic,15,24
1371,175901.4536,65.9,female,other,18,52
1372,87473.96878,68.82,male,white,18,75
1373,92205.59611,69.62,male,white,18,57
1374,16905.55785,70.08,female,white,16,40
1375,30173.38036,71.68,male,white,12,33
1376,24853.51951,61.31,female,white,18,86
1377,13710.67131,63.64,female,white,12,37
1378,95426.01441,71.65,male,white,12,54
1379,9575.461857,68.22,male,white,12,31
